video_id,trending_date,likes,log_likes,views,dislikes,comment_count,days_to_trend,views_cap,dislikes_cap,comment_count_cap,days_to_trend_cap,log_views,log_dislikes,log_comments,log_days_to_trend,dislike_view_ratio,comment_view_ratio,title_length,n_tags,first_trend,desc_faltante,category_name,cat_grupo,catgrupo_MedioBajo,catgrupo_MedioAlto,catgrupo_Alto,comments_disabled,ratings_disabled
VifQlJit6A0,2017-11-14,1576,7.3632795869630385,104578,303,1279,1,104578.0,303.0,1279.0,1,11.55769804563865,5.717027701406222,7.154615356913663,0.6931471805599453,0.0028973589091395896,0.012230105758381304,78,40,True,False,Entertainment,MedioAlto,0,1,0,False,False
5E4ZBSInqUU,2017-11-14,114188,11.64561024932308,687582,1333,8371,1,687582.0,1333.0,8371.0,1,13.44093782850864,7.195937226475569,9.03264808356589,0.6931471805599453,0.0019386778595134836,0.012174547908467644,42,23,True,False,Music,Alto,0,0,1,False,False
GgVmn66oK_A,2017-11-14,7848,8.968141414126814,544770,1171,3981,2,544770.0,1171.0,3981.0,2,13.208120801857325,7.066466970136958,8.289539484624141,1.0986122886681098,0.0021495309947317217,0.007307671127264717,38,25,True,False,News & Politics,Bajo,0,0,0,False,False
TaTleo4cOs8,2017-11-14,7473,8.91918561004543,207532,246,2120,2,207532.0,246.0,2120.0,2,12.24304564215256,5.5093883366279774,7.659642954564682,1.0986122886681098,0.0011853593662664072,0.010215292099531639,24,14,True,False,Pets & Animals,MedioAlto,0,1,0,False,False
kgaO45SyaO4,2017-11-14,9419,9.150590367570409,75752,52,1230,1,75752.0,52.0,1230.0,1,11.235233326547796,3.970291913552122,7.115582126184454,0.6931471805599453,0.000686450522758475,0.016237195057556237,16,5,True,False,Science & Technology,MedioAlto,0,1,0,False,False
ZAQs-ctOqXQ,2017-11-14,8011,8.988695696785708,295639,638,1256,2,295639.0,638.0,1256.0,2,12.596897776898823,6.459904454377535,7.136483208590247,1.0986122886681098,0.0021580373360754164,0.004248424598919628,48,32,True,False,Comedy,Alto,0,0,1,False,False
YVfyYrEmzgM,2017-11-14,5398,8.593969030218288,78044,53,385,1,78044.0,53.0,385.0,1,11.265040862392514,3.9889840465642745,5.955837369464831,0.6931471805599453,0.0006791040951258264,0.004933114653272513,52,24,True,False,Education,MedioAlto,0,1,0,False,False
eNSN6qet1kE,2017-11-14,11963,9.389657419749838,97007,36,2211,1,97007.0,36.0,2211.0,1,11.482548728311512,3.6109179126442243,7.701652362642226,0.6931471805599453,0.00037110723968373415,0.022792169637242673,26,18,True,False,Science & Technology,MedioAlto,0,1,0,False,False
B5HORANmzHw,2017-11-14,8421,9.038602608721874,223871,191,1214,2,223871.0,191.0,1214.0,2,12.31882973893822,5.2574953720277815,7.102499355774649,1.0986122886681098,0.0008531699058832989,0.005422765789226832,40,17,True,False,Education,MedioAlto,0,1,0,False,False
vU14JY3x81A,2017-11-14,9586,9.168163293076997,115791,75,2800,1,115791.0,75.0,2800.0,1,11.659550757105908,4.330733340286331,7.937731775260109,0.6931471805599453,0.00064771873461668,0.02418149942568939,32,31,True,False,Education,MedioAlto,0,1,0,False,False
6VhU_T463sU,2017-11-14,3585,8.184792654165078,224019,138,208,2,224019.0,138.0,208.0,2,12.31949061256573,4.9344739331306915,5.342334251964811,1.0986122886681098,0.0006160191769448127,0.0009284926724965293,50,18,True,False,Science & Technology,MedioAlto,0,1,0,False,False
_-aDHxoblr4,2017-11-14,11758,9.372374183823416,144418,89,1014,1,144418.0,89.0,1014.0,1,11.880474075732481,4.499809670330265,6.922643891475888,0.6931471805599453,0.0006162666703596505,0.007021285435333546,50,8,True,False,Education,MedioAlto,0,1,0,False,False
JBZTZZAcFTw,2017-11-14,1707,7.443078374348516,145921,578,673,2,145921.0,578.0,673.0,2,11.890827511354582,6.361302477572996,6.513230110912307,1.0986122886681098,0.0039610474160675984,0.004612084621130612,67,35,True,False,Howto & Style,MedioAlto,0,1,0,False,False
lZ68j2J_GOM,2017-11-14,4884,8.493924564476883,33980,52,234,1,33980.0,52.0,234.0,1,10.433556823868823,3.970291913552122,5.459585514144159,0.6931471805599453,0.0015303119482048264,0.006886403766921719,28,26,True,False,Comedy,Alto,0,0,1,False,False
dRpNZV18N_g,2017-11-14,8676,9.06843112579349,223077,193,1392,2,223077.0,193.0,1392.0,2,12.31527676506972,5.267858159063328,7.239214973779806,1.0986122886681098,0.0008651721154578912,0.006239997848276604,38,9,True,False,Entertainment,MedioAlto,0,1,0,False,False
fcVjitaM3LY,2017-11-14,4687,8.452761331256848,80705,41,437,1,80705.0,41.0,437.0,1,11.298568200936636,3.7376696182833684,6.082218910376446,0.6931471805599453,0.0005080230468992008,0.005414782231584165,36,3,True,False,Science & Technology,MedioAlto,0,1,0,False,False
qeWvgZLz9yU,2017-11-14,9033,9.108750516214549,120727,224,1346,1,120727.0,224.0,1346.0,1,11.701295360298387,5.41610040220442,7.205635176410364,0.6931471805599453,0.0018554258782211104,0.011149121571810779,47,18,True,False,Howto & Style,MedioAlto,0,1,0,False,False
iIxy3JN3-jc,2017-11-14,156,5.056245805348308,27943,36,83,1,27943.0,36.0,83.0,1,10.237957786486668,3.6109179126442243,4.430816798843313,0.6931471805599453,0.0012883369716923739,0.002970332462512973,100,1,True,False,News & Politics,Bajo,0,0,0,False,False
n30k5CwLhS4,2017-11-14,715,6.573680166960646,50867,238,246,2361,50867.0,238.0,246.0,28,10.836989321140637,5.476463551931511,5.5093883366279774,3.367295829986474,0.004678868421569977,0.0048361413096899755,23,8,True,False,Film & Animation,MedioAlto,0,1,0,False,False
U0hAC8O7RoI,2017-11-14,4035,8.3030093814735,98378,495,486,1,98378.0,495.0,486.0,1,11.496582645630054,6.206575926724928,6.18826412308259,0.6931471805599453,0.005031612758950172,0.004940128890605623,60,11,True,False,Autos & Vehicles,Bajo,0,0,0,False,False
CBVGjS_EJok,2017-11-14,119,4.787491742782046,26000,69,0,8,26000.0,69.0,0.0,8,10.165890277802454,4.248495242049359,0.0,2.1972245773362196,0.0026538461538461538,0.0,43,27,True,False,Entertainment,MedioAlto,0,1,0,True,False
n1WpP7iowLc,2017-11-14,787419,13.576517057219998,17158531,43420,125882,4,17158531.0,43420.0,100729.47999999944,4,16.658006100579122,10.678698474028431,11.520203714139306,1.6094379124341003,0.0025305196581222483,0.005870518869010374,42,6,True,False,Music,Alto,0,0,1,False,False
hz7ukDjuq4w,2017-11-14,3781,8.238008249218403,67661,84,626,2,67661.0,84.0,626.0,2,11.122280001460343,4.442651256490317,6.440946540632921,1.0986122886681098,0.0012414832769246686,0.009252006325652887,31,40,True,False,Entertainment,MedioAlto,0,1,0,False,False
p2hJxyF7mok,2017-11-14,1661,7.415776975415394,141148,70,236,2,141148.0,70.0,236.0,2,11.857571348994831,4.2626798770413155,5.4680601411351315,1.0986122886681098,0.0004959333465582226,0.001672003854110579,54,2,True,False,Travel & Events,MedioBajo,1,0,0,False,False
0mlNzVSJrT0,2017-11-14,2486,7.818832443803404,98966,184,532,207,98966.0,184.0,532.0,28,11.50254174021549,5.220355825078324,6.278521424165844,3.367295829986474,0.001859224380090132,0.00537558353373886,20,4,True,False,People & Blogs,MedioAlto,0,1,0,False,False
Om_zGhJLZ5U,2017-11-14,7515,8.924789360533357,288922,792,2111,2,288922.0,792.0,2111.0,2,12.573915495608038,6.675823221634848,7.655390644826152,1.0986122886681098,0.002741224275063858,0.007306470258408844,46,28,True,False,Film & Animation,MedioAlto,0,1,0,False,False
e_7zHm7GsYc,2017-11-14,1318,7.1846291527173145,13917,24,76,1,13917.0,24.0,76.0,1,9.540938245404796,3.2188758248682006,4.343805421853684,0.6931471805599453,0.0017245095925846087,0.005460947043184595,57,13,True,False,Music,Alto,0,0,1,False,False
dQvIbulWCM4,2017-11-14,38397,10.5557606538861,605932,1387,3412,2,605932.0,1387.0,3412.0,2,13.314524697883021,7.23561914106675,8.135346948906706,1.0986122886681098,0.0022890357333826238,0.005630994897117168,33,15,True,False,Comedy,Alto,0,0,1,False,False
zZ9FciUx6gs,2017-11-14,6927,8.843326450242271,57169,161,565,1,57169.0,161.0,565.0,1,10.953784564258017,5.087596335232384,6.338594078203183,0.6931471805599453,0.0028162115832006855,0.009882978537319176,50,14,True,False,Music,Alto,0,0,1,False,False
PaJCFHXcWmM,2017-11-14,5389,8.592300663903043,60506,106,455,1,60506.0,106.0,455.0,1,11.010514339805257,4.672828834461906,6.1224928095143865,0.6931471805599453,0.0017518923743099857,0.0075199153802928635,17,6,True,False,Music,Alto,0,0,1,False,False
goP4Z5wyOlM,2017-11-14,308,5.733341276897746,34785,26,413,2,34785.0,26.0,413.0,2,10.456970285968099,3.295836866004329,6.025865973825314,1.0986122886681098,0.0007474486129078625,0.011872933735805663,65,10,True,False,News & Politics,Bajo,0,0,0,False,False
NZFhMSgbKKM,2017-11-14,7,2.0794415416798357,945,5,8,1,4205.4400000000005,5.0,8.0,1,8.344371963249536,1.791759469228055,2.1972245773362196,0.6931471805599453,0.0011889362349718458,0.0019022979759549534,51,0,True,True,Sports,MedioBajo,1,0,0,False,False
0tO_l_Ed5Rs,2017-11-14,15186,9.62819507773027,328330,15448,7484,3,328330.0,15448.0,7484.0,3,12.70177752486188,9.64529955531205,8.920656296853728,1.3862943611198906,0.04705022386014071,0.022794140042030883,75,9,True,False,Music,Alto,0,0,1,False,False
STI2fI7sKMo,2017-11-14,4451,8.401108712395436,321053,1772,895,3,321053.0,1772.0,895.0,3,12.679364612263097,7.480428306074208,6.79794041297493,1.3862943611198906,0.005519337928628606,0.002787701719030814,75,44,True,False,People & Blogs,MedioAlto,0,1,0,False,False
BWPrk9PUwQE,2017-11-14,33505,10.419479806253477,1456472,1660,2160,2,1456472.0,1660.0,2160.0,2,14.19152831761969,7.415175109613295,7.6783263565068856,1.0986122886681098,0.001139740413821893,0.001483035719189933,48,17,True,False,Howto & Style,MedioAlto,0,1,0,False,False
ogYum4kWXgk,2017-11-14,3417,8.136810863675537,69844,33,160,1,69844.0,33.0,160.0,1,11.154033780161651,3.5263605246161616,5.081404364984463,0.6931471805599453,0.0004724815302674532,0.0022908195406906823,65,27,True,False,Entertainment,MedioAlto,0,1,0,False,False
sbcbvuitiTc,2017-11-14,2017,7.609862200913554,956169,2425,1447,4,956169.0,2425.0,1447.0,4,13.77069100049246,7.793999089503996,7.277938572945661,1.6094379124341003,0.0025361625403040678,0.0015133308023999941,50,3,True,True,Sports,MedioBajo,1,0,0,False,False
zNqCVTs38nU,2017-11-14,35,3.58351893845611,4569,18,19,1,4569.0,18.0,19.0,1,8.42726848388825,2.9444389791664403,2.995732273553991,0.6931471805599453,0.003939592908732764,0.0041584591814401405,54,8,True,False,Sports,MedioBajo,1,0,0,False,False
DM-ni_LSOFE,2017-11-14,45406,10.723421557166176,2045386,2842,8309,4,2045386.0,2842.0,8309.0,4,14.53109757160881,7.952615111651,9.025214887849494,1.6094379124341003,0.0013894687848650573,0.004062313910430599,55,28,True,False,Entertainment,MedioAlto,0,1,0,False,False
0PpNlNJ6Nng,2017-11-14,99086,11.503753531087519,1842393,1339,11800,3,1842393.0,1339.0,11800.0,3,14.426576370861513,7.200424892944957,9.375939552625749,1.3862943611198906,0.0007267721924692506,0.0064047138694078845,85,26,True,False,Entertainment,MedioAlto,0,1,0,False,False
c-3JxzN2u34,2017-11-14,205,5.327876168789581,6473,6,15,2,6473.0,6.0,15.0,2,8.775549434486189,1.9459101490553132,2.772588722239781,1.0986122886681098,0.0009269272362119574,0.0023173180905298935,58,8,True,False,News & Politics,Bajo,0,0,0,False,False
069D0NmW39o,2017-11-14,15397,9.641992909837995,1044813,838,1100,3,1044813.0,838.0,1100.0,3,13.85934943710825,6.732210706467206,7.00397413672268,1.3862943611198906,0.0008020574016594358,0.0010528199783119085,57,31,True,False,Sports,MedioBajo,1,0,0,False,False
9t9u_yPEidY,2017-11-14,190083,12.155221358706044,9548677,15015,11473,4,9548677.0,15015.0,11473.0,4,16.071913273555317,9.616871578266345,9.347838885161817,1.6094379124341003,0.0015724691493910622,0.0012015277090218885,60,17,True,False,Music,Alto,0,0,1,False,False
KODzih-pYlU,2017-11-14,7250,8.888894669371593,197062,217,456,3,197062.0,217.0,456.0,3,12.191278753550293,5.384495062789089,6.124683390894205,1.3862943611198906,0.0011011762795465386,0.0023139925505678417,72,12,True,False,People & Blogs,MedioAlto,0,1,0,False,False
8NHA23f7LvU,2017-11-14,16116,9.687629894522718,1496225,236,605,4,1496225.0,236.0,605.0,4,14.218456495625425,5.4680601411351315,6.406879986069314,1.6094379124341003,0.00015773028789119284,0.0004043509498905579,71,14,True,False,Entertainment,MedioAlto,0,1,0,False,False
w0XYVssCKjw,2017-11-14,5734,8.65434302956347,162597,106,525,3,162597.0,106.0,525.0,3,11.9990361758972,4.672828834461906,6.26530121273771,1.3862943611198906,0.0006519185470826645,0.0032288418605509327,48,20,True,False,Sports,MedioBajo,1,0,0,False,False
9XSULcLI6Hg,2017-11-14,21,3.091042453358316,9132,8,64,2,9132.0,8.0,64.0,2,9.11964950669168,2.1972245773362196,4.174387269895637,1.0986122886681098,0.0008760402978537013,0.00700832238282961,98,9,True,False,News & Politics,Bajo,0,0,0,False,False
pjuPpVLXDQg,2017-11-14,89,4.499809670330265,7265,8,22,1,7265.0,8.0,22.0,1,8.890961212781146,2.1972245773362196,3.1354942159291497,0.6931471805599453,0.0011011699931176876,0.0030282174810736407,27,18,True,False,Autos & Vehicles,Bajo,0,0,0,False,False
9xSx-5tmq44,2017-11-14,8209,9.013108202446475,291597,344,1062,3,291597.0,344.0,1062.0,3,12.583131420382557,5.84354441703136,6.968850378341948,1.3862943611198906,0.0011797103536730488,0.003642012777909238,29,10,True,False,Entertainment,MedioAlto,0,1,0,False,False
4v0nOAzcG2A,2017-11-14,10237,9.233861567017529,290801,377,1016,3,290801.0,377.0,1016.0,3,12.580397902196943,5.934894195619588,6.92461239604856,1.3862943611198906,0.001296419200759282,0.0034937981643804526,40,26,True,False,Science & Technology,MedioAlto,0,1,0,False,False
oTObwUiXdYY,2017-11-14,52,3.970291913552122,5304,13,68,1,5304.0,13.0,68.0,1,8.576405051048084,2.6390573296152584,4.23410650459726,0.6931471805599453,0.0024509803921568627,0.01282051282051282,94,34,True,False,News & Politics,Bajo,0,0,0,False,False
1cgK-BIrXes,2017-11-14,26917,10.200550486793661,812516,1979,4998,4,812516.0,1979.0,4998.0,4,13.607892116044068,7.590852123688581,8.51699317141357,1.6094379124341003,0.002435644344234452,0.0061512634828114155,38,6,True,False,Entertainment,MedioAlto,0,1,0,False,False
ujyTQNNjjDU,2017-11-14,115795,11.659585301210097,2642930,3055,6410,4,2642930.0,3055.0,6410.0,4,14.787399086548705,8.024862150286411,8.765770543987257,1.6094379124341003,0.0011559140802064375,0.0024253385447211995,34,4,True,False,Music,Alto,0,0,1,False,False
PABlVzeldaM,2017-11-14,493,6.202535517187923,105058,54,347,2,105058.0,54.0,347.0,2,11.562277376092197,4.007333185232471,5.8522024797744745,1.0986122886681098,0.0005140017894877116,0.003302937425041406,58,10,True,False,News & Politics,Bajo,0,0,0,False,False
6340tX9M_eM,2017-11-14,8231,9.015784277513886,537715,413,970,4,537715.0,413.0,970.0,4,13.195085818724781,6.025865973825314,6.878326468291325,1.6094379124341003,0.0007680648670764253,0.001803929590954316,53,10,True,False,Entertainment,MedioAlto,0,1,0,False,False
8mhTWqWlQzU,2017-11-14,115426,11.656393574493864,2744430,1110,6541,3,2744430.0,1110.0,6541.0,3,14.825084325464562,7.01301578963963,8.785998208098329,1.3862943611198906,0.00040445557000907294,0.002383372867954366,45,25,True,False,People & Blogs,MedioAlto,0,1,0,False,False
t4YAyT4ihIQ,2017-11-14,120876,11.702528778637326,3358068,8279,6408,4,3358068.0,8279.0,6408.0,4,15.026876664353722,9.021598247379305,8.765458531504226,1.6094379124341003,0.002465405703517618,0.0019082400951975957,39,27,True,False,Comedy,Alto,0,0,1,False,False
MNiweoKXwfg,2017-11-14,203,5.318119993844216,4732,6,33,1,4732.0,6.0,33.0,1,8.462314529906248,1.9459101490553132,3.5263605246161616,0.6931471805599453,0.001267962806424345,0.006973795435333897,68,8,True,False,Entertainment,MedioAlto,0,1,0,False,False
Jw1Y-zhQURU,2017-11-14,55681,10.92741221390344,7224515,10247,9479,4,7224515.0,10247.0,9479.0,4,15.792990800099489,9.234837843576571,9.156939595249067,1.6094379124341003,0.0014183651082460206,0.0013120603943655733,45,9,True,False,Howto & Style,MedioAlto,0,1,0,False,False
2Vv-BfVoq4g,2017-11-14,1634124,14.306618050864161,33523622,21082,85067,5,29921745.11999993,21082.0,85067.0,5,17.21409606899336,9.956222307519994,11.351206215643018,1.791759469228055,0.0007045712045019937,0.002842982575342524,43,10,True,False,Music,Alto,0,0,1,False,False
UFYCTJlayS4,2017-11-14,2233,7.711548979629146,52591,187,255,3,52591.0,187.0,255.0,3,10.870319295904,5.236441962829949,5.545177444479562,1.3862943611198906,0.003555741476678519,0.004848738377288889,54,12,True,False,Film & Animation,MedioAlto,0,1,0,False,False
cccyOn99s4Y,2017-11-14,2978,7.999342952713282,75822,147,243,4,75822.0,147.0,243.0,4,11.236156955684022,4.997212273764115,5.497168225293202,1.6094379124341003,0.0019387512859064652,0.003204874574661708,56,28,True,False,Entertainment,MedioAlto,0,1,0,False,False
abGCYPCk294,2017-11-14,1550,7.346655163176539,43715,109,1031,3,43715.0,109.0,1031.0,3,10.685469446796564,4.700480365792417,6.939253946041508,1.3862943611198906,0.0024934233100766326,0.023584581951275305,74,12,True,False,Entertainment,MedioAlto,0,1,0,False,False
lY_0mkYDZDU,2017-11-14,18603,9.831131890343988,303956,585,1745,4,303956.0,585.0,1745.0,4,12.624641523015315,6.373319789577012,7.465082736399547,1.6094379124341003,0.0019246206687810077,0.005740962507731383,51,11,True,False,Music,Alto,0,0,1,False,False
k8NxqyGcZA4,2017-11-14,2429,7.795646536334594,238643,5381,2325,4,238643.0,5381.0,2325.0,4,12.382728180697502,8.590815331286851,7.75190533307861,1.6094379124341003,0.022548325322762453,0.009742586206174075,61,32,True,False,Entertainment,MedioAlto,0,1,0,False,False
IE-xepGLVt8,2017-11-14,1896,7.5480289699350145,237307,74,260,4,237307.0,74.0,260.0,4,12.377114154455683,4.31748811353631,5.564520407322694,1.6094379124341003,0.0003118323521851441,0.0010956271833532092,64,8,True,False,Science & Technology,MedioAlto,0,1,0,False,False
ObIQ0s02UHg,2017-11-14,37669,10.536619300686088,1282413,1732,1691,4,1282413.0,1732.0,1691.0,4,14.064254797248458,7.457609289715606,7.433666540166168,1.6094379124341003,0.0013505789476557083,0.0013186079679479233,66,7,True,False,Music,Alto,0,0,1,False,False
cOc3tsFWoRs,2017-11-14,15504,9.648917831534549,1497519,353,1084,4,1497519.0,353.0,1084.0,4,14.21932096447521,5.869296913133774,6.98933526597456,1.6094379124341003,0.00023572321953844994,0.0007238639376194893,45,26,True,False,Entertainment,MedioAlto,0,1,0,False,False
AJYb0Yom5UQ,2017-11-14,355,5.87493073085203,148226,47,178,28,148226.0,47.0,178.0,28,11.906500161485045,3.871201010907891,5.187385805840755,3.367295829986474,0.0003170833726876526,0.001200868943370259,76,13,True,False,Comedy,Alto,0,0,1,False,False
gLswXiRLdkA,2017-11-14,23296,10.056079875899302,484185,1184,1858,3,484185.0,1184.0,1858.0,3,13.09022440939605,7.077498053569231,7.527793987721444,1.3862943611198906,0.0024453463035823083,0.0038373762095066967,33,12,True,False,Howto & Style,MedioAlto,0,1,0,False,False
MyEqfBkzESU,2017-11-14,8133,9.00380808646717,300617,2693,2911,4,300617.0,2693.0,2911.0,4,12.613595634747782,7.898782356970309,7.976595409316577,1.6094379124341003,0.008958242547826636,0.009683417770784753,33,13,True,False,Howto & Style,MedioAlto,0,1,0,False,False
wJYE0sFOteE,2017-11-14,2323,7.751045117971802,92523,40,134,4,92523.0,40.0,134.0,4,11.435223349306192,3.713572066704308,4.90527477843843,1.6094379124341003,0.00043232493542146277,0.0014482885336619003,80,28,True,False,Howto & Style,MedioAlto,0,1,0,False,False
L_5_slz4ke4,2017-11-14,67,4.219507705176107,7524,19,56,2,7524.0,19.0,56.0,2,8.925986089617076,2.995732273553991,4.04305126783455,1.0986122886681098,0.0025252525252525255,0.007442849548112706,98,11,True,False,News & Politics,Bajo,0,0,0,False,False
OKoL852K9uA,2017-11-14,3571,8.18088094199639,103927,278,399,3,103927.0,278.0,399.0,3,11.551453630675569,5.631211781821365,5.991464547107982,1.3862943611198906,0.0026749545353950367,0.003839233307995035,26,5,True,False,Howto & Style,MedioAlto,0,1,0,False,False
pa_oUisZZy0,2017-11-14,6271,8.743850562030243,177707,88,275,3,177707.0,88.0,275.0,3,12.087897032825504,4.48863636973214,5.62040086571715,1.3862943611198906,0.0004951971503654892,0.001547491094892154,42,22,True,False,People & Blogs,MedioAlto,0,1,0,False,False
fNtLIcyjsnI,2017-11-14,16430,9.706925073451831,1751064,945,1231,5,1751064.0,945.0,1231.0,5,14.375734732223773,6.852242569051878,7.116394144093465,1.791759469228055,0.0005396718794972656,0.0007030011467313588,83,13,True,False,Film & Animation,MedioAlto,0,1,0,False,False
_Iz83-Cmt6A,2017-11-14,439,6.0867747269123065,46746,66,55,5,46746.0,66.0,55.0,5,10.752505361534784,4.204692619390966,4.02535169073515,1.791759469228055,0.0014118855089205495,0.001176571257433791,76,17,True,False,Music,Alto,0,0,1,False,False
YlvCVbfS9M0,2017-11-14,34839,10.458521430966439,746092,537,2541,3,746092.0,537.0,2541.0,3,13.522605536295234,6.2878585601617845,7.8407064517494,1.3862943611198906,0.0007197503793097902,0.0034057462082424154,48,38,True,False,Music,Alto,0,0,1,False,False
arJ5h2TY3I4,2017-11-14,82320,11.318381518150378,836830,1279,7998,4,836830.0,1279.0,7998.0,4,13.637377417495715,7.154615356913663,8.987071812848821,1.6094379124341003,0.00152838688861537,0.009557496743663588,39,22,True,False,Entertainment,MedioAlto,0,1,0,False,False
-2RVw2_QyxQ,2017-11-14,438,6.0844994130751715,67429,23,23,2,67429.0,23.0,23.0,2,11.118845301728628,3.1780538303479458,3.1780538303479458,1.0986122886681098,0.0003410995269097866,0.0003410995269097866,30,3,True,False,Education,MedioAlto,0,1,0,False,False
gEHCXl4J9Qo,2017-11-14,72593,11.192637552769533,2237404,1830,3501,4,2237404.0,1830.0,3501.0,4,14.620827270129219,7.5126175446745105,8.161089512845797,1.6094379124341003,0.0008179121875173192,0.0015647598734962484,47,13,True,False,Entertainment,MedioAlto,0,1,0,False,False
-OK9i1_YYYc,2017-11-14,2282,7.733245646529795,45455,35,17,2,45455.0,35.0,17.0,2,10.72450010409397,3.58351893845611,2.8903717578961645,1.0986122886681098,0.0007699923000769992,0.00037399626003739963,33,9,True,False,Pets & Animals,MedioAlto,0,1,0,False,False
b4vTZx_AtHk,2017-11-14,98804,11.500903489742903,2063667,11682,11443,5,2063667.0,11682.0,11443.0,5,14.539995539932226,9.365890072717148,9.345220854170002,1.791759469228055,0.005660797018123564,0.005544983759492205,32,9,True,False,Howto & Style,MedioAlto,0,1,0,False,False
kOnQocd799Y,2017-11-14,58967,10.984750202869124,2736733,3492,7915,5,2736733.0,3492.0,7915.0,5,14.822275796599115,8.158516244806831,8.976641306722456,1.791759469228055,0.0012759739441151182,0.002892134526824502,55,9,True,False,Film & Animation,MedioAlto,0,1,0,False,False
e4FApt6z55c,2017-11-14,8599,9.0595174822416,165698,361,930,4,165698.0,361.0,930.0,4,12.017928168393427,5.8916442118257715,6.836259277277067,1.6094379124341003,0.0021786623857861895,0.005612620550640321,48,11,True,False,Music,Alto,0,0,1,False,False
2XK4omx9uMU,2017-11-14,40195,10.601522767168849,836544,373,976,4,836544.0,373.0,976.0,4,13.637035593538894,5.924255797414532,6.884486652042782,1.6094379124341003,0.0004458821054242216,0.0011667049192869712,50,32,True,False,Music,Alto,0,0,1,False,False
xfmipNU4Odc,2017-11-14,16396,9.704853670249868,284666,81,949,4,284666.0,81.0,949.0,4,12.559075355062099,4.406719247264253,6.856461984594587,1.6094379124341003,0.0002845439919063042,0.0033337314607294164,59,0,True,False,Pets & Animals,MedioAlto,0,1,0,False,False
